790   127   60   10   473   240   90
791   127   69   6   473   231   94
792   127   63   8   473   237   92
793   127   62   9   473   238   91
794   127   66   7   473   234   93
795   127   65   6   473   235   94
796   127   65   6   473   235   94
797   126   61   5   474   239   95
798   126   57   5   474   243   95
799   126   65   7   474   235   93
800   126   58   9   474   242   91
801   126   64   5   474   236   95
802   126   68   8   474   232   92
803   127   62   7   473   238   93
804   127   57   7   473   243   93
805   128   63   7   472   237   93
806   128   70   5   472   230   95
807   128   71   6   472   229   94
808   128   77   6   472   223   94
809   128   81   7   472   219   93
810   128   67   6   472   233   94
811   128   67   9   472   233   91
812   128   72   5   472   228   95
813   128   65   4   472   235   96
814   128   73   8   472   227   92
815   128   73   9   472   227   91
816   128   74   7   472   226   93
817   128   72   5   472   228   95
818   128   68   4   472   232   96
819   128   58   5   472   242   95
820   129   60   8   471   240   92
821   129   65   9   471   235   91
822   129   66   7   471   234   93
823   129   74   7   471   226   93
824   129   68   6   471   232   94
825   130   69   5   470   231   95
826   130   58   6   470   242   94
827   130   57   9   470   243   91
828   130   64   6   470   236   94
829   131   63   7   469   237   93
830   131   62   4   469   238   96
831   131   62   5   469   238   95
832   131   64   8   469   236   92
833   131   67   6   469   233   94
834   131   68   5   469   232   95
835   131   65   7   469   235   93
836   131   58   6   469   242   94
837   131   65   6   469   235   94
838   131   67   7   469   233   93
839   131   67   5   469   233   95
840   131   78   5   469   222   95
841   131   73   8   469   227   92
842   131   77   7   469   223   93
843   131   66   4   469   234   96
844   131   67   4   469   233   96
845   131   74   5   469   226   95
846   131   73   6   469   227   94
847   132   71   7   468   229   93
848   131   65   5   469   235   95
849   131   70   6   469   230   94
850   131   73   8   469   227   92
851   132   83   6   468   217   94
852   132   77   6   468   223   94
853   133   70   6   467   230   94
854   133   77   8   467   223   92
855   133   80   6   467   220   94
856   133   79   6   467   221   94
857   133   71   5   467   229   95
858   133   71   7   467   229   93
859   133   72   5   467   228   95
860   133   81   6   467   219   94
861   133   77   6   467   223   94
862   133   78   7   467   222   93
863   133   80   6   467   220   94
864   133   80   7   467   220   93
865   133   73   5   467   227   95
866   133   69   7   467   231   93
867   133   70   7   467   230   93
868   133   72   9   467   228   91
869   133   73   8   467   227   92
870   133   69   4   467   231   96
871   133   72   5   467   228   95
872   133   71   6   467   229   94
873   133   68   4   467   232   96
874   133   65   7   467   235   93
875   133   65   7   467   235   93
876   133   64   7   467   236   93
877   133   63   8   467   237   92
878   132   64   7   468   236   93
879   132   61   7   468   239   93
880   132   70   5   468   230   95
881   133   67   6   467   233   94
882   133   65   5   467   235   95
883   134   59   7   466   241   93
884   134   63   5   466   237   95
885   134   70   6   466   230   94
886   134   67   3   466   233   97
887   134   66   4   466   234   96
888   133   68   6   467   232   94
889   133   61   5   467   239   95
890   133   67   6   467   233   94
891   133   68   9   467   232   91
892   133   72   8   467   228   92
893   133   77   7   467   223   93
894   133   77   3   467   223   97
895   133   74   3   467   226   97
896   133   77   7   467   223   93
897   133   78   7   467   222   93
898   133   74   3   467   226   97
899   133   71   6   467   229   94
900   133   75   5   467   225   95
901   133   76   8   467   224   92
902   133   80   7   467   220   93
903   133   75   7   467   225   93
904   133   72   9   467   228   91
905   133   72   8   467   228   92
906   133   64   7   467   236   93
907   133   66   7   467   234   93
908   133   65   9   467   235   91
909   133   70   8   467   230   92
910   134   74   11   466   226   89
911   133   73   8   467   227   92
912   134   77   6   466   223   94
913   134   77   7   466   223   93
914   134   83   7   466   217   93
915   134   74   7   466   226   93
916   134   77   6   466   223   94
917   134   75   4   466   225   96
918   134   70   3   466   230   97
919   134   64   5   466   236   95
920   134   67   5   466   233   95
921   134   71   5   466   229   95
922   134   67   4   466   233   96
923   134   68   6   466   232   94
924   134   70   6   466   230   94
925   134   65   6   466   235   94
926   134   69   5   466   231   95
927   134   77   5   466   223   95
928   134   78   6   466   222   94
929   134   70   5   466   230   95
930   134   62   6   466   238   94
931   134   63   10   466   237   90
932   134   65   8   466   235   92
933   134   62   5   466   238   95
934   134   61   7   466   239   93
935   134   63   7   466   237   93
936   134   68   8   466   232   92
937   134   70   8   466   230   92
938   134   69   4   466   231   96
939   134   76   4   466   224   96
940   134   68   2   466   232   98
941   134   83   3   466   217   97
942   134   84   5   466   216   95
943   134   84   5   466   216   95
944   134   76   7   466   224   93
945   134   69   7   466   231   93
946   134   61   5   466   239   95
947   134   70   6   466   230   94
948   134   67   6   466   233   94
949   134   65   7   466   235   93
950   134   66   5   466   234   95
951   134   70   4   466   230   96
